battery_id,cycle_index,filename,capacity,init_capacity,eol_capacity_threshold,eol_cycle,RUL,duration_s,temp_mean,temp_max,v_min,v_mean,v_end,v_col_used,i_mean,i_min,i_col_used,energy_j,ah_est,ts_found,ts_path
B0005,1,05174.csv,1.825780747577624,1.816828133352516,1.271779693346761,168,167,3492.907,31.98795810666763,38.165816144899125,0.0,2.4924491978609624,0.0,voltage_load,-1.8700117647058825,-1.9984,current_load,-17250.2288516411,-1.8185718899722223,1.0,data\raw\data\05174.csv
B0005,2,05122.csv,1.8564874208181568,1.816828133352516,1.271779693346761,168,166,3690.234,32.572328114029,38.98218133148803,0.0,2.404944162436548,0.0,voltage_load,-1.805569543147208,-1.9984,current_load,-17525.787662089,-1.8487697977222224,1.0,data\raw\data\05122.csv
B0005,3,05124.csv,1.846327249719927,1.816828133352516,1.271779693346761,168,165,3672.344,32.72523522519307,39.03339796678704,0.0,2.399260204081633,0.0,voltage_load,-1.8045826530612243,-1.9984,current_load,-17398.4031721518,-1.8387619446388888,1.0,data\raw\data\05124.csv
B0005,4,05214.csv,1.8199041089501269,1.816828133352516,1.271779693346761,168,164,3395.219,31.849792632896243,38.31473393357882,0.0,2.520526170798898,0.0,voltage_load,1.9156760330578515,0.0004,current_load,17050.2842008113,1.80974485975,1.0,data\raw\data\05214.csv
B0005,5,05230.csv,1.7884432335370462,1.816828133352516,1.271779693346761,168,163,3358.719,31.649024294808623,38.0745950590744,0.0,2.49866295264624,0.0,voltage_load,1.903607242339833,0.0006,current_load,16715.115593352202,1.7786068842499998,1.0,data\raw\data\05230.csv
B0005,6,05260.csv,1.7517304870664143,1.816828133352516,1.271779693346761,168,162,3293.172,31.41911167391793,38.11684755251712,0.0,2.492619318181818,0.0,voltage_load,1.9017289772727275,0.0006,current_load,16347.5962157398,1.7422231601111111,1.0,data\raw\data\05260.csv
B0005,7,05282.csv,1.7570177850353066,1.816828133352516,1.271779693346761,168,161,3283.563,32.28423408691397,38.95156480403077,0.0,2.497017094017094,0.0,voltage_load,1.9127868945868944,0.0006,current_load,16331.4301369976,1.7475731020277776,1.0,data\raw\data\05282.csv
B0005,8,05138.csv,1.8247738529891333,1.816828133352516,1.271779693346761,168,160,3550.594,32.3461408313,38.526267904657,0.0,2.4485105263157894,0.0,voltage_load,-1.8405052631578949,-1.9984,current_load,-17203.2590972946,-1.81708816425,1.0,data\raw\data\05138.csv
B0005,9,05147.csv,1.8137521577549047,1.816828133352516,1.271779693346761,168,159,3470.281,32.3181954403762,38.582485834057856,0.0,2.493279569892473,0.0,voltage_load,-1.869324731182796,-1.9984,current_load,-17146.211176216297,-1.8064621750833332,1.0,data\raw\data\05147.csv
B0005,10,05149.csv,1.8134404914735824,1.816828133352516,1.271779693346761,168,158,3470.0,32.15709029211502,38.52029413487392,0.0,2.4930591397849464,0.0,voltage_load,-1.869324731182796,-1.9984,current_load,-17142.0375022925,-1.8062365932777773,1.0,data\raw\data\05149.csv
B0005,11,05310.csv,1.706014499648521,1.816828133352516,1.271779693346761,168,157,3240.14,32.21689335291319,39.14007944734004,0.0,2.4475115606936417,0.0,voltage_load,1.8827364161849716,0.0006,current_load,15782.933345941598,1.6963671938333331,1.0,data\raw\data\05310.csv
B0005,12,05314.csv,1.7003110272642588,1.816828133352516,1.271779693346761,168,156,3230.109,32.55632993697177,39.349611598028886,0.0,2.44756231884058,0.0,voltage_load,1.8824028985507248,0.0006,current_load,15734.608045055002,1.690882328111111,1.0,data\raw\data\05314.csv
B0005,13,05318.csv,1.6945798601797897,1.816828133352516,1.271779693346761,168,155,3229.7810000000027,32.40048085325998,39.29444535878087,-0.0,2.440286956521739,-0.0,voltage_load,1.8765976811594205,0.0006,current_load,15684.375940801714,1.6853155895555576,1.0,data\raw\data\05318.csv
B0005,14,05460.csv,1.5065638960681105,1.816828133352516,1.271779693346761,168,154,3039.047,33.03772281691292,40.33650561265159,0.0,2.269527777777778,0.0,voltage_load,1.776225925925926,0.0006,current_load,13691.4121398914,1.4983398226944442,1.0,data\raw\data\05460.csv
B0005,15,05480.csv,1.4752095869031632,1.816828133352516,1.271779693346761,168,153,3002.641,33.130681310493344,40.44479269068758,0.0,2.24684375,0.0,voltage_load,1.760918125,0.0006,current_load,13386.4183953574,1.46722436425,1.0,data\raw\data\05480.csv
B0005,16,05557.csv,1.4173547174485526,1.816828133352516,1.271779693346761,168,152,2937.625,33.75168100943646,41.02198772703674,0.0,2.205073482428115,0.0,voltage_load,1.7301233226837065,0.0006,current_load,12846.4606616372,1.4098847051944443,1.0,data\raw\data\05557.csv
B0005,17,05334.csv,1.663716375981405,1.816828133352516,1.271779693346761,168,151,3195.125,32.30899951427638,39.10678394120843,0.0,2.4160117302052786,0.0,voltage_load,1.8634428152492668,0.0006,current_load,15353.9897531452,1.6549667132777777,1.0,data\raw\data\05334.csv
B0005,18,05336.csv,1.659013868748246,1.816828133352516,1.271779693346761,168,150,3195.312999999994,32.56636929496717,39.44448954135193,0.0,2.412803519061584,0.0,voltage_load,1.8575706744868037,0.0006,current_load,15335.069499051397,1.6499080764444438,1.0,data\raw\data\05336.csv
B0005,19,05322.csv,1.6849029086609286,1.816828133352516,1.271779693346761,168,149,3212.469,32.29371860868794,39.10487658009542,0.0,2.437775510204081,0.0,voltage_load,1.8758862973760932,0.0006,current_load,15583.0445172403,1.6755913234166666,1.0,data\raw\data\05322.csv
B0005,20,05326.csv,1.6744741591159715,1.816828133352516,1.271779693346761,168,148,3213.219,32.1360714480678,39.0462609369598,0.0,2.4169620991253646,0.0,voltage_load,1.864215743440233,0.0006,current_load,15449.1923671762,1.6652365995277776,1.0,data\raw\data\05326.csv
B0005,21,05605.csv,1.369850003583894,1.816828133352516,1.271779693346761,168,147,2891.703,33.7353756996425,41.16242984455477,0.0,2.155737012987013,0.0,voltage_load,1.6998305194805197,0.0006,current_load,12352.9747488633,1.3628778011666665,1.0,data\raw\data\05605.csv
B0005,22,05625.csv,1.349314997503458,1.816828133352516,1.271779693346761,168,146,2864.984,33.67308060941856,41.27708509224051,0.0,2.1371901639344264,0.0,voltage_load,1.690285901639344,0.0006,current_load,12129.7001491922,1.34252423425,1.0,data\raw\data\05625.csv
B0005,23,05645.csv,1.3286444309174914,1.816828133352516,1.271779693346761,168,145,2847.36,33.3945201718652,41.04619550953222,0.0,2.112346534653465,0.0,voltage_load,1.6750389438943896,0.0006,current_load,11911.7141927327,1.3220411406666668,1.0,data\raw\data\05645.csv
B0005,24,05672.csv,1.3395306867947354,1.816828133352516,1.271779693346761,168,144,2846.39,33.491363029025784,41.0462053156659,0.0,2.124267326732673,0.0,voltage_load,1.6882508250825083,0.0006,current_load,11979.4406271137,1.3325481395277776,1.0,data\raw\data\05672.csv
B0005,25,05692.csv,1.3132020634442203,1.816828133352516,1.271779693346761,168,143,2819.437,33.236115055926255,40.90308836809665,0.0,2.0900600000000003,0.0,voltage_load,1.671814,0.0006,current_load,11667.887431542,1.306535058861111,1.0,data\raw\data\05692.csv
B0005,26,05390.csv,1.5747301747801037,1.816828133352516,1.271779693346761,168,142,3103.828,32.31731555011648,39.41794949618613,0.0,2.3335438066465257,0.0,voltage_load,1.817032628398792,0.0006,current_load,14390.1477188172,1.5665299430555557,1.0,data\raw\data\05390.csv
B0005,27,05418.csv,1.527914258251028,1.816828133352516,1.271779693346761,168,141,3058.157,32.379859014262976,39.61961987024145,0.0,2.2894785276073617,0.0,voltage_load,1.7897656441717793,0.0006,current_load,13903.230225332,1.519787858583333,1.0,data\raw\data\05418.csv
B0005,28,05410.csv,1.5488741079890418,1.816828133352516,1.271779693346761,168,140,3085.625,32.857549597381336,40.1165626728546,0.0,2.3022006079027357,0.0,voltage_load,1.797808510638298,0.0006,current_load,14107.814327247,1.5403491326666665,1.0,data\raw\data\05410.csv
B0005,29,05430.csv,1.5174859938489869,1.816828133352516,1.271779693346761,168,139,3049.328,33.045397072111655,40.30253125568348,0.0,2.281246153846154,0.0,voltage_load,1.7830596923076925,0.0006,current_load,13810.359210094,1.509421599888889,1.0,data\raw\data\05430.csv
B0005,30,05202.csv,1.804077040117352,1.816828133352516,1.271779693346761,168,138,3392.719,31.603485399391182,38.194201649765226,0.0,2.5213186813186814,0.0,voltage_load,-1.8994175824175823,-1.9982,current_load,-16971.1694934583,-1.7967493872777778,1.0,data\raw\data\05202.csv
B0005,31,05222.csv,1.80460990458052,1.816828133352516,1.271779693346761,168,137,3368.187,31.40934895665032,37.90665575786083,0.0,2.511605555555556,0.0,voltage_load,1.9149688888888887,0.0006,current_load,16853.3866257481,1.79465775025,1.0,data\raw\data\05222.csv
B0005,32,05234.csv,1.7829230484252725,1.816828133352516,1.271779693346761,168,136,3339.5,31.48874626238971,38.07252758016199,0.0,2.502120448179272,0.0,voltage_load,1.908672829131653,0.0006,current_load,16642.956683220204,1.7732107185555557,1.0,data\raw\data\05234.csv
B0005,33,05238.csv,1.7730337158018288,1.816828133352516,1.271779693346761,168,135,3331.265,31.329995610092634,37.80133585100446,0.0,2.4921376404494384,0.0,voltage_load,1.902809550561798,0.0006,current_load,16534.1487290325,1.7632990610833337,1.0,data\raw\data\05238.csv
B0005,34,05126.csv,1.835349194223408,1.816828133352516,1.271779693346761,168,134,3651.641,32.64286193755933,38.81879668981741,0.0,2.39796923076923,0.0,voltage_load,-1.8035753846153844,-1.9984,current_load,-17296.1972035727,-1.827910055055556,1.0,data\raw\data\05126.csv
B0005,35,05151.csv,1.8025980036306504,1.816828133352516,1.271779693346761,168,133,3450.297,32.044070003146096,38.21358592965045,0.0,2.493508108108108,0.0,voltage_load,-1.868625945945946,-1.9982,current_load,-17050.47166242,-1.7955276851666668,1.0,data\raw\data\05151.csv
B0005,36,05302.csv,1.7158065389330133,1.816828133352516,1.271779693346761,168,132,3248.593,32.05752645824972,38.83927283461771,0.0,2.4558587896253603,0.0,voltage_load,1.8887763688760808,0.0006,current_load,15879.9453294986,1.7064333151944442,1.0,data\raw\data\05302.csv
B0005,37,05306.csv,1.710533351135192,1.816828133352516,1.271779693346761,168,131,3238.766,31.97592092807272,38.82796377704433,0.0,2.4537601156069364,0.0,voltage_load,1.8884606936416184,0.0006,current_load,15818.4635174655,1.701065025,1.0,data\raw\data\05306.csv
B0005,38,05440.csv,1.5480915247767786,1.816828133352516,1.271779693346761,168,130,3074.266,33.35156485472646,40.56886357314186,0.0,2.309405487804878,0.0,voltage_load,1.8032719512195123,0.0006,current_load,14105.1539745268,1.5397615022777775,1.0,data\raw\data\05440.csv
B0005,39,05330.csv,1.6745692479879102,1.816828133352516,1.271779693346761,168,129,3203.578,32.382685497234974,39.398032192832,0.0,2.425584795321637,0.0,voltage_load,1.86970350877193,0.0006,current_load,15460.430433913,1.665356128416667,1.0,data\raw\data\05330.csv
B0005,40,05641.csv,1.3340066759761655,1.816828133352516,1.271779693346761,168,128,2847.437,33.61961195858585,41.22740227746052,0.0,2.119993399339934,0.0,voltage_load,1.6816818481848186,0.0006,current_load,11955.2499394642,1.327278164416667,1.0,data\raw\data\05641.csv
B0005,41,05712.csv,1.2978870806495706,1.816828133352516,1.271779693346761,168,127,2801.625,33.33765795318199,41.02476444658572,0.0,2.0770704697986577,0.0,voltage_load,1.6628946308724832,0.0006,current_load,11520.0580353545,1.291309170111111,1.0,data\raw\data\05712.csv
B0005,42,05716.csv,1.2980735056918902,1.816828133352516,1.271779693346761,168,126,2802.031,33.29076744042025,41.06214198725253,0.0,2.073318791946309,0.0,voltage_load,1.6628986577181208,0.0006,current_load,11499.5609153295,1.291360113111111,1.0,data\raw\data\05716.csv
B0005,43,05166.csv,1.847417311283644,1.816828133352516,1.271779693346761,168,125,3552.297,32.70024990461686,38.992275791716615,0.0,2.474068421052632,0.0,voltage_load,-1.8615263157894737,-1.9984,current_load,-17403.0503939634,-1.8399618636944444,1.0,data\raw\data\05166.csv
B0005,44,05360.csv,1.622125485521159,1.816828133352516,1.271779693346761,168,124,3148.829,32.50100298369444,39.68746359758208,0.0,2.3729464285714283,0.0,voltage_load,1.8436053571428577,0.0006,current_load,14855.778792801098,1.613289207,1.0,data\raw\data\05360.csv
B0005,45,05433.csv,1.605818899130659,1.816828133352516,1.271779693346761,168,123,3177.219,32.856295641052824,40.09418103142496,0.0,2.3254896755162244,0.0,voltage_load,1.809638348082596,0.0006,current_load,14682.5597020195,1.596903541111111,1.0,data\raw\data\05433.csv
B0005,46,05444.csv,1.5323755631868592,1.816828133352516,1.271779693346761,168,122,3066.0,33.147486361012966,40.27804845768325,0.0,2.293556574923547,0.0,voltage_load,1.7904269113149849,0.0006,current_load,13965.0817469146,1.5241964595277775,1.0,data\raw\data\05444.csv
B0005,47,05128.csv,1.8352625275821128,1.816828133352516,1.271779693346761,168,121,3631.563,32.51487646204882,38.7623045063458,0.0,2.4082886597938145,0.0,voltage_load,-1.8128628865979384,-1.9984,current_load,-17282.315850170802,-1.8280566958055555,1.0,data\raw\data\05128.csv
B0005,48,05130.csv,1.8346455082120416,1.816828133352516,1.271779693346761,168,120,3629.172,32.38234901543077,38.66539257343368,0.0,2.408505154639175,0.0,voltage_load,-1.8128762886597936,-1.9984,current_load,-17274.0932532094,-1.826999519027778,1.0,data\raw\data\05130.csv
B0005,49,05132.csv,1.8356616600675493,1.816828133352516,1.271779693346761,168,119,3652.281,32.43418218230641,38.75169504640032,0.0,2.3962512820512822,0.001,voltage_load,-1.80365641025641,-1.9984,current_load,-17282.7196512798,-1.827919352861111,1.0,data\raw\data\05132.csv
B0005,50,05134.csv,1.8351461429226603,1.816828133352516,1.271779693346761,168,118,3650.828,32.480416444757985,38.8207012322275,0.0,2.394646153846154,0.0,voltage_load,-1.8036205128205127,-1.9984,current_load,-17266.192976958802,-1.8274449959444448,1.0,data\raw\data\05134.csv
B0005,51,05136.csv,1.8257567905665533,1.816828133352516,1.271779693346761,168,117,3572.453,32.41046186109587,38.51713023385634,0.0,2.434628272251309,0.0,voltage_load,-1.830883769633508,-1.9984,current_load,-17205.141627874204,-1.818012879,1.0,data\raw\data\05136.csv
B0005,52,05140.csv,1.824613268496936,1.816828133352516,1.271779693346761,168,116,3551.25,32.27679750791685,38.52698128472781,0.0,2.4496526315789477,0.0,voltage_load,-1.8404957894736844,-1.9982,current_load,-17212.6231529084,-1.8172904843055555,1.0,data\raw\data\05140.csv
B0005,53,05142.csv,1.8246195526864504,1.816828133352516,1.271779693346761,168,115,3530.25,32.15709350345252,38.54143406601644,0.0,2.4602222222222223,0.0,voltage_load,-1.8502624338624336,-1.9984,current_load,-17196.0917891946,-1.8173227978611115,1.0,data\raw\data\05142.csv
B0005,54,05145.csv,1.814201935767392,1.816828133352516,1.271779693346761,168,114,3491.016,32.36407129853099,38.52197451768004,0.0,2.4758021390374334,0.0,voltage_load,-1.8593454545454544,-1.9984,current_load,-17118.859520302904,-1.8065743902777776,1.0,data\raw\data\05145.csv
B0005,55,05153.csv,1.80210690024615,1.816828133352516,1.271779693346761,168,113,3429.407,31.93159367491153,38.1983618706913,0.0,2.5033804347826085,0.0,voltage_load,-1.8787804347826087,-1.9984,current_load,-17018.5041370824,-1.794841639861111,1.0,data\raw\data\05153.csv
B0005,56,05155.csv,1.802579500826209,1.816828133352516,1.271779693346761,168,112,3409.484,31.941655359029298,38.31926916027133,0.0,2.5137704918032786,0.001,voltage_load,-1.8890437158469944,-1.9984,current_load,-16999.1381614987,-1.795163744361111,1.0,data\raw\data\05155.csv
B0005,57,05157.csv,1.8030683142834096,1.816828133352516,1.271779693346761,168,111,3390.422,31.965008645476725,38.4787542519308,0.0,2.5288736263736262,0.0,voltage_load,-1.89941978021978,-1.9984,current_load,-17010.8914704742,-1.7954939861111112,1.0,data\raw\data\05157.csv
B0005,58,05159.csv,1.802777624719604,1.816828133352516,1.271779693346761,168,110,3390.281,31.966241678512723,38.54659017774874,0.0,2.529324175824176,0.0,voltage_load,-1.8994164835164835,-1.9984,current_load,-17011.465397918797,-1.7953521245,1.0,data\raw\data\05159.csv
B0005,59,05162.csv,1.8470259949329195,1.816828133352516,1.271779693346761,168,109,3591.734,32.37143341978575,38.44749852224995,0.0,2.4483229166666667,0.0,voltage_load,-1.8422010416666668,-1.9984,current_load,-17399.5722077471,-1.8394484158055555,1.0,data\raw\data\05162.csv
B0005,60,05170.csv,1.8361774213478947,1.816828133352516,1.271779693346761,168,108,3531.578,32.32266411829938,38.51424197364312,0.0,2.480037037037037,0.0,voltage_load,-1.8608,-1.9982,current_load,-17349.0756363377,-1.8289787175555556,1.0,data\raw\data\05170.csv
B0005,61,05178.csv,1.8251136435078368,1.816828133352516,1.271779693346761,168,107,3511.594,31.894456524691385,38.16526203587147,0.0,2.4792606382978724,0.0,voltage_load,-1.860063829787234,-1.9982,current_load,-17243.188727996898,-1.8177989261388892,1.0,data\raw\data\05178.csv
B0005,62,05182.csv,1.825581504220376,1.816828133352516,1.271779693346761,168,106,3431.9370000000054,31.78039681801023,38.27549578575718,0.0,2.5292119565217392,0.0,voltage_load,-1.9004891304347828,-1.9982,current_load,-17219.897187866118,-1.8182685905833351,1.0,data\raw\data\05182.csv
B0005,63,05186.csv,1.814031127508391,1.816828133352516,1.271779693346761,168,105,3431.125,31.688747146342205,37.98216079918311,0.0,2.516663043478261,0.0,voltage_load,-1.8896369565217397,-1.9982,current_load,-17123.6475652554,-1.8067628193611116,1.0,data\raw\data\05186.csv
B0005,64,05190.csv,1.8147691941158937,1.816828133352516,1.271779693346761,168,104,3412.406,31.596747992569156,38.11100191887773,0.0,2.529601092896175,0.0,voltage_load,-1.899954098360656,-1.9982,current_load,-17125.121516549,-1.8075483241944443,1.0,data\raw\data\05190.csv
B0005,65,05194.csv,1.813969388710352,1.816828133352516,1.271779693346761,168,103,3410.688,31.56558649878708,38.18831137948753,0.0,2.527672131147541,0.0,voltage_load,-1.899956284153005,-1.9982,current_load,-17102.242009275098,-1.8065574545,1.0,data\raw\data\05194.csv
B0005,66,05198.csv,1.802765665167823,1.816828133352516,1.271779693346761,168,102,3410.718,31.59124667045208,37.99854111908584,0.0,2.5117868852459013,0.0,voltage_load,-1.8890437158469948,-1.9984,current_load,-16988.2427097522,-1.7954405740555557,1.0,data\raw\data\05198.csv
B0005,67,05206.csv,1.8518025516704488,1.816828133352516,1.271779693346761,168,101,3470.672,31.91556385491565,38.45796400011448,0.0,2.512035040431267,0.0,voltage_load,1.906736388140162,0.0006,current_load,17370.172368370702,1.8411306755,1.0,data\raw\data\05206.csv
B0005,68,05210.csv,1.8307038456739428,1.816828133352516,1.271779693346761,168,100,3414.109,32.081128118597164,38.49126351534004,0.0,2.5250219178082194,0.0,voltage_load,1.9161506849315069,0.0006,current_load,17177.23895315,1.8203557381388888,1.0,data\raw\data\05210.csv
B0005,69,05218.csv,1.809307963702852,1.816828133352516,1.271779693346761,168,99,3386.0,31.465690433362017,37.861934640176806,0.0,2.510174033149171,0.0,voltage_load,1.9099110497237568,0.0006,current_load,16932.8532551781,1.7993475515,1.0,data\raw\data\05218.csv
B0005,70,05226.csv,1.7993770651972192,1.816828133352516,1.271779693346761,168,98,3368.266,31.90224747551808,38.34003238560517,0.0,2.503302777777778,0.0,voltage_load,1.9094477777777776,0.0006,current_load,16795.8155304905,1.7892606012499996,1.0,data\raw\data\05226.csv
B0005,71,05242.csv,1.773037755078937,1.816828133352516,1.271779693346761,168,97,3321.188,31.569551201845574,38.39873985476869,0.0,2.496878873239437,0.0,voltage_load,1.908174647887324,0.0006,current_load,16515.8559011254,1.7629485291666669,1.0,data\raw\data\05242.csv
B0005,72,05246.csv,1.7678721106662054,1.816828133352516,1.271779693346761,168,96,3321.844,32.111426258867944,38.74929237918251,0.0,2.492509859154929,0.0,voltage_load,1.9025887323943664,0.0006,current_load,16488.4507550382,1.757983553611111,1.0,data\raw\data\05246.csv
B0005,73,05250.csv,1.762315070409309,1.816828133352516,1.271779693346761,168,95,3311.828,32.271676011112376,38.87275464755104,0.0,2.494497175141243,0.0,voltage_load,1.9023000000000003,0.0006,current_load,16452.6649583299,1.7525328317777775,1.0,data\raw\data\05250.csv
B0005,74,05254.csv,1.7676172924938447,1.816828133352516,1.271779693346761,168,94,3327.391,31.842291659678654,38.503541429116005,0.0,2.516620111731844,0.0,voltage_load,-1.8978,-1.9984,current_load,-16611.243410066498,-1.760571719111111,1.0,data\raw\data\05254.csv
